patients	38	city	character varying		YES	
patients	39	zip_code	character varying		YES	
patients	40	plan_product	text		YES	
patients	41	plan_product_code	character varying		YES	
patients	42	delegated_entity_id	uuid		YES	
patients	43	pcp_id	text		YES	
patients	44	pcp_referral_number	text		YES	
patients	45	archived_at	timestamp without time zone		YES	
patients	46	archived_by	text		YES	
patients	47	archive_reason	text		YES	
patients	48	is_demo	boolean		NO	false
payer_auth_requirements	1	id	character varying		NO	(gen_random_uuid())::text
payer_auth_requirements	2	payer_id	character varying		NO	
payer_auth_requirements	3	payer_name	character varying		NO	
payer_auth_requirements	4	code	character varying		NO	
payer_auth_requirements	5	code_type	character varying		NO	'HCPCS'::character varying
payer_auth_requirements	6	auth_required	boolean		NO	true
